2417.4,3505.8
3575.7,2200.3
2336.5,3383.2
3158.3,2010.7
2330.1,3413.6
3082.1,2055.7
2709.8,3308
3120.2,1654.9
2060.1,3576.3
2442.7,3475.3
2727,3457
2246,3829.2
3279.6,2155
3458.6,1868.1
2963.7,1770.6
3208.2,2036.8
3434.8,1843.2
2485.5,3576.6
2616.8,3369.8
2384.6,3664.1
2904.2,1569.1
3104,1764.6
3122.4,2119.9
2686.4,3165
2667.5,3269.1
2190,3756.8
2794.8,3104.6
1201,3469.7
2853.8,1449.4
2581.1,3751.6
2415.9,3358.3
3186.6,2161.2
3300.7,2038.3
2584.1,3341.1
3332.3,2109.3
2595.4,3171.7
2528.9,3153.9
3484.1,1830.9
2951.9,1720.6
3141.6,1503.9
2630.3,3207
3137.1,1696
3072.6,1556.8
3165.9,1678.5
2467.6,3482.4
3505.5,1931.9
2379.1,3458.9
2929.1,1790.3
2471.5,3728.9
3118.1,1830.9
3279.8,2089.2
1353.2,2925.4
3535.9,2007.2
2944.4,1581
2412.7,3332.8
3129.1,1762.6
2386.8,3373.5
2984.6,1536.4
3150.9,1932.3
3234.3,1953
1305.8,3018
2347.1,3782.3
3267.2,2041.2
3241.6,1943.5
2661,3715.9
3401.7,1763.8
3546.8,2006
2805.4,2356.7
2939.5,2574.9
3239.9,2251.4
3174.4,1642
3021.2,1855.1
2279,3769.2
2380.2,3402.5
1364.7,2953.7
2677.6,3761.6
2967.1,1667
3207.7,1950.2
2849.1,3571.1
3291.1,2088.1
3158.2,2111.6
2844.6,1592.7
2005,3552.9
3161.1,1784.4
2136.7,3787.9
1723.1,2842.9
3296.2,2050.2
3241.5,1926.2
1377.3,2956
2912.8,1790.3
3118.7,1562.2
3184.1,1770.4
3291.9,2191.8
2515.9,3552.5
2880,2002.8
2476.1,3272.1
2418.2,3670
3298.1,2069.3
2772,1480.2
2565.8,1466.6
3168.8,1586.6
3130,1990.4
2666.9,2283.5
3087.8,1780.8
3051.2,1589.2
2170.2,3248.8
3160.7,2132.6
2555.5,2864.6
3330.9,2142.1
2599.1,3115.5
3202.9,1599.2
2279.5,3464.5
3328.9,2040.1
2491.6,3201.3
3060.8,1945.9
2969.2,1676.4
3534.5,2369.4
2301.3,3216
2259,3337.5
2437,3444.7
2255,3739.2
2960.6,1729.1
2995,1468.7
1189,3382.5
2587.1,1472
3546.1,2483.4
3097.6,1567
2374.6,3517.4
2293.8,3627.7
2477.4,3661.8
2991,1642.5
2463.5,1809.2
2386.4,3392.9
2952.7,1589.4
3415.8,1932.6
1321.3,2909.9
3012.4,1607.2
3313.6,2019.4
2816.4,3343.6
3459.5,1955.1
2662.4,1408.7
2820,3672.3
3018.8,1509.1
3221.3,2019.3
2749.3,3077.8
3475.4,1944
2667.6,3209.3
2305.1,3197.1
2735.6,3464.4
2985.4,1696.9
2504.6,2432.9
3161,2049.6
1275.4,3553.8
3050.7,2328.5
806.39,3076.7
3447.3,1897.6
3357.3,1826.9
3018.6,1487.1
2452.2,3498.6
2826.3,1943.4
3089.4,2096.1
2307.2,3427.3
3427.7,2467.8
2054.5,3737.9
2144.5,3552.8
3030.2,1872.8
3546.1,2361.4
3284.2,2026.9
2668.3,1348.5
3359.4,1973.1
3178.4,2113.5
3209,1830
3264.8,2076.9
3450.7,1947.6
3081.7,1607.5
2464.1,3457
2217.7,1330.3
2242.4,3720.8
2860.2,2118.2
3577.1,2495.9
2991.8,1544.9
3048,1942.9
2773.1,3639.8
3543.6,2158.8
2688.4,3199.4
2675.7,3625.9
3073.3,1667.5
3331.4,1813.8
1217.4,3048.6
1212,3425.6
3151.4,1474.4
3103.2,1753.1
3213.3,1881
3508.4,1978.8
1463,3058.7
3131.4,1961
1961.4,1290.9
1937.6,3852.6
3441.4,1906.9
2839.1,1851.8
2131.7,3512.3
3304.1,2189.8
2676.6,1638.8
1210,2971.1
3046.8,2059.6
2872.1,2825.1
3185.5,1744.7
2347.5,3726.5
3177.6,1802.7
2765.2,3755.4
3022.2,2003.4
2351.5,3851.8
3103.4,1626.7
2402.8,3487.3
2007.2,3727.7
3071.7,1525.5
3471.8,1954.2
2156.8,3805.3
3203,1738.4
1985.6,3542.7
3141.9,2160
2364.7,3488.2
