0,-0.28994,0.71006
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.10894,0.11233,0.77873
0,0,1
0,-0.10888,0.89112
0,-0.1072,0.8928
0,0,1
0,0.16652,0.83348
0,0,1
0.071487,-0.57294,0.35557
-0.084062,0,0.91594
0.15186,0,0.84814
0,0,1
0,0,1
0,0.11057,0.88943
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
-0.35614,0,0.64386
0,0,1
0,0,1
0,0,1
-0.088098,0.098047,0.81386
-0.1421,0,0.8579
0,-0.15415,0.84585
0,0,1
0,0,1
0,0,1
0,0,1
-0.10884,0,0.89116
-0.25498,0,0.74502
0,0,1
0,-0.28826,0.71174
0,0,1
0,0,1
0,-0.12929,0.87071
0.34423,0,0.65577
0,0.10681,0.89319
0,0,1
0,0,1
0,0,1
0,0,1
0,0.28648,0.71352
0.30934,0,0.69066
0.095059,0,0.90494
-0.25688,-0.33858,0.40454
-0.15084,0.091115,0.75805
0,0,1
0,0.18045,0.81955
-0.53354,0,0.46646
-0.13506,0,0.86494
-0.14674,0,0.85326
0,0,1
0,0.17507,0.82493
0,0,1
0,0,1
-0.34812,0,0.65188
0,0,1
0,0,1
0,0,1
0.21927,0.11238,0.66835
0,-0.097561,0.90244
0.36868,0,0.63132
0.12922,0,0.87078
0,0,1
0,0,1
0,0,1
0,0,1
-0.08584,0,0.91416
-0.20856,0,0.79144
0,0,1
0.33789,0,0.66211
-0.18172,0.092322,0.72596
0,0,1
0,0,1
0,0.22748,0.77252
0,0.17708,0.82292
0,0.20744,0.79256
0,0.15414,0.84586
0,0,1
0,0,1
-0.078591,0.39107,0.53034
-0.13446,0,0.86554
-0.20101,0,0.79899
0,0,1
0,0,1
0,-0.29212,0.70788
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
-0.20838,0,0.79162
0,0,1
0,0.20165,0.79835
0,-0.29869,0.70131
0.1044,0.29172,0.60388
0,0,1
0,0,1
0,0.26598,0.73402
0,0,1
-0.14128,-0.24548,0.61325
-0.10125,0.26972,0.62903
0,0,1
0,0,1
0,0,1
-0.15879,-0.074298,0.76691
0,-0.091673,0.90833
0,0,1
0.074947,0.13063,0.79443
0,0,1
0,-0.098212,0.90179
0,-0.22687,0.77313
0,-0.37724,0.62276
0,0,1
0,0,1
0,0,1
-0.17733,0,0.82267
0,-0.30359,0.69641
0,-0.22877,0.77123
0,0.11157,0.88843
0,-0.24517,0.75483
0,0,1
0,0,1
-0.10876,0,0.89124
0,-0.22877,0.77123
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
-0.11145,0,0.88855
0,0,1
0,-0.22877,0.77123
0,0,1
-0.16436,-0.098727,0.73691
0,0.22954,0.77046
0,0,1
0,0,1
0,-0.28994,0.71006
0,-0.1072,0.8928
0,0,1
0,-0.28994,0.71006
0,0,1
0,-0.28994,0.71006
0,0,1
0,0,1
0,0,1
0,-0.1989,0.8011
0,0,1
0,-0.24517,0.75483
0,0,1
0,0,1
0,-0.10888,0.89112
0,-0.28994,0.71006
0,-0.28994,0.71006
-0.17193,0,0.82807
0,0,1
0,0,1
0,0,1
0,0.17251,0.82749
0.13,0.085371,0.78463
0,0,1
0,0,1
0,0,1
-0.19226,0,0.80774
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
-0.24173,0,0.75827
0,-0.28994,0.71006
-0.09128,0,0.90872
0,-0.22877,0.77123
0,0,1
0,0.10197,0.89803
0,0,1
0,0,1
-0.13717,0,0.86283
0,0,1
0,0.23453,0.76547
0,0,1
0,0,1
0,0,1
0,0,1
-0.12785,0,0.87215
0,-0.28994,0.71006
0,0,1
0,-0.28994,0.71006
0.11147,0.25731,0.63122
0,0.14228,0.85772
0,0,1
0,-0.22877,0.77123
0,0,1
0,-0.28994,0.71006
0,0,1
-0.085698,0.090088,0.82421
0,-0.28994,0.71006
0,0,1
0.082141,0.092658,0.8252
0,0,1
0,0,1
0,0,1
0,-0.28994,0.71006
