0.074576,0,-0.089613,0
0.027593,0,0,0
1.072,0,0,0
0.80101,0,0,0
0.0093108,0,0,0
0.043466,0,0,0
0.013453,0,0,0
0.010765,0,0,0
0.044719,0,0,0
0.55018,0,0,0
-1.2875,0.27268,2.1667,0
0.031375,0,0,0
-0.00336,0,0,0.0946
-0.0025127,0,0,0.08372
0.25012,0,0,0
0.37757,0,0,-1.9391
0.89855,0,0,0
-1.7274,0.12265,3.1715,3.5758
1.1859,-0.20675,0,0
1.2669,0.1126,0,0
0.025557,0,0,0
0.6913,0,0,0
-0.34387,0,1.8509,0
0.39031,0,0,0
0.18029,0,0,0
0.73327,0,0,0
0.67032,0,0,0
0.030487,0,0,0
1.5414,-0.15812,0,0
0.18894,0,0,0
0.0091585,0,0,0
0.040078,0,0,0
-0.73258,-0.22806,1.8826,0
1.0904,-0.33222,0,0
1.6329,0,-1.9047,0
0.038855,0,0,0
0.038945,0,0,0
0.32629,0,0,0
0.17227,0,0,0
0.073781,-0.067031,0,0
0.94292,-0.36274,0,0
0.08094,0,0,0
-1.9464,0,3.1356,4.6416
0.096351,0,0,0
0.098357,0,0,0
0.099213,0,-0.11838,0
1.1785,0.23422,0,0
-0.8806,0,1.9928,0
0.0088981,0,0,0
0.047304,0,0,0
0.028236,0,0,0
0.068634,0,0,0
1.174,0,0,-3.1975
0.13496,0.40234,0,0
0.066513,0.18974,0,0
-1.729,-0.37297,3.6294,4.9379
-0.55244,-0.2622,1.5947,0
0.060499,0,0,0
-1.1337,0,2.6981,0
1.6763,-0.37302,0,0
1.2063,-0.27069,0,0
1.2092,-0.27874,0,0
0.0081169,0,0,0
-1.4551,0,2.5985,0
0.031984,0,0,0
0.04225,0,0,0
0.41914,-0.30031,0,0
0.011026,0,0,0
0.93191,0,0,0
0.62257,0,0,0
0.15959,0.19117,1.071,0
1.5413,0,0,1.4678
0.88363,0.26429,0,0
0.29969,0.23157,0,0
0.78427,0,0,0
0.11752,0,0,0
0.0081169,0,0,0
0.065457,0,0,0
0.069104,-0.056531,0,0
0.12724,-0.10869,0,0
0.49089,0,0,0
0.98082,0.25807,0,0
0.82686,-0.15206,0.84813,0
0.31074,0,0,0
0.47394,0,0,0
-1.1198,0,1.674,0
1.2991,0,0,-2.6547
2.6336,0,-2.4378,-3.8069
0.19592,0,0,-1.0718
0.13862,0,0,0
0.72603,0,0,0
-2.4024,-0.18132,4.0539,3.2976
1.1189,-0.18141,0,0
0.99325,-0.27694,0,0
0.30707,0,0,0
0.47096,0,0,0
-2.0332,0,2.8694,4.0051
0.10303,0,0,0
1.0949,0,0,0
0.80055,0,0,0
0.18022,0,0,0
0.047548,0,0,0
1.636,-0.20626,0,0
1.3139,0,0,0
1.4698,0,0,-2.4411
-0.37583,0,1.8357,3.1408
1.2698,0.11334,-1.2946,-2.6215
0.97499,0,0,0
1.2025,0,0,0
-0.7324,0,2.3525,0
0.85133,0,0,0
-2.4656,-0.27736,3.3161,3.813
-0.70906,-0.20352,2.5992,0
0.021538,0,0,0
0.043159,0,0,0
0.055632,0,0,0
0.024286,-0.088269,0,0.68079
0.2918,0,-0.3568,0
0.0086377,0,0,0
0.12698,0.069622,0,-1.0364
0.011688,0,0,0
0.050382,0,-0.0561,0
-0.19921,0,0,2.1366
-2.0156,0,2.1901,3.7591
0.10187,0,0,0
0.044589,0,0,0
0.38346,0,0,0
0.77854,-0.29522,0,0
1.1968,0,-1.529,0
0.068408,0,-0.08082,0
-0.47578,0,0.7198,0
-1.8507,0,2.1774,2.7004
0.074958,0,0,0
0.011478,0,0,0
0.045129,-0.038379,0,0
0.068408,0,-0.08082,0
0.010805,0,0,0
0.010176,0,0,0
0.034955,0,0,0
0.012469,0,0,0
0.1278,0,0,0
0.015118,0,0,0
0.011546,0,0,0
0.13286,-0.10188,0,0
0.060457,0,0,0
0.068408,0,-0.08082,0
0.011286,0,0,0
0.0012163,-0.084297,0,0.73664
0.31045,0,0,-1.8493
0.012328,0,0,0
0.0093108,0,0,0
0.074576,0,-0.089613,0
-0.0025127,0,0,0.08372
0.029301,0,0,0
0.074576,0,-0.089613,0
0.20752,0,0,0
0.074576,0,-0.089613,0
0.015747,0,0,0
0.016581,0,0,0
0.028088,0,0,0
-1.0803,0,1.2736,1.5097
0.021136,0,0,0
-1.0148,0,1.1169,1.7455
0.013173,0,0,0
0.016581,0,0,0
-0.00336,0,0,0.0946
0.074576,0,-0.089613,0
0.074576,0,-0.089613,0
0.4066,-0.22234,0,0
0.010505,0,0,0
0.0099397,0,0,0
0.1311,0,0,0
1.3558,0,-1.3482,-2.047
0.1131,0.12379,0,-1.1311
0.043837,0,0,0
0.013173,0,0,0
0.011586,0,0,0
0.54418,-0.28112,0,0
0.010176,0,0,0
0.022523,0,0,0
0.012328,0,0,0
0.0093108,0,0,0
0.010352,0,0,0
0.17256,0,0,0
0.019913,0,0,0
0.011915,0,0,0
0.14684,-0.12609,0,0
0.074576,0,-0.089613,0
0.21838,-0.15005,0,0
0.068408,0,-0.08082,0
0.065557,0,0,0
0.26903,0,0,-1.3829
0.028679,0,0,0
0.057951,0,0,0
1.3155,-0.24267,0,0
0.019143,0,0,0
0.17791,0,0,-1.1045
0.056546,0,0,0
0.010765,0,0,0
0.044429,0,0,0
0.32598,0,0,0
0.048923,-0.041517,0,0
0.074576,0,-0.089613,0
0.012209,0,0,0
0.074576,0,-0.089613,0
-2.3777,0.28718,3.4144,0
0.40802,0,0,-2.0039
0.015462,0,0,0
0.068408,0,-0.08082,0
0.0214,0,0,0
0.074576,0,-0.089613,0
0.15115,0,0,0
-0.46106,-0.1066,0.85526,0
0.074576,0,-0.089613,0
0.058165,0,0,0
0.046693,0.037724,0,-0.45176
0.026698,0,0,0
0.024743,0,0,0
0.011134,0,0,0
0.074576,0,-0.089613,0
0.074576,0,-0.089613,0
0.011688,0,0,0
0.012469,0,0,0
0.037965,0,0,0
0.15043,0,0,0
0.012372,0,0,0
0.044134,0,0,0
0.019837,0,0,0
0.013173,0,0,0
0.028018,0,0,0
0.010176,0,0,0
0.52851,0,0,0
0.02244,0,0,0
0.019714,0,0,0
0.30042,-0.24048,0,0
0.0091585,0,0,0
0.1713,-0.12622,0,0
0.011688,0,0,0
0.074576,0,-0.089613,0
-0.00336,0,0,0.0946
0.070645,0.057619,0,-0.71166
0.013561,0,0,0
-3.6328,0,4.3286,6.0011
-0.42001,0,0.67451,0
0.010805,0,0,0
0.86376,0,0,0
0.067273,0,0,0
0.011688,0,0,0
-1.1854,0,1.7749,0
0.029235,0,0,0
0.60293,-0.20282,0,0
0.8271,0,0,0
0.045129,-0.038379,0,0
1.4073,0,-1.391,-2.255
0.10559,0.12638,0,-1.0497
-0.50541,0,0.73512,0
0.074576,0,-0.089613,0
0.068408,0,-0.08082,0
0.033749,0,0,0
0.011688,0,0,0
0.004746,-0.081653,0,0.69834
0.32326,-0.26949,0,0
-2.3072,0,2.6704,4.1813
0.042539,0,0,0
0.072645,-0.061007,0,0
-0.00336,0,0,0.0946
0.12798,-0.11457,0,0
-0.0025127,0,0,0.08372
0.023914,0,0,0
-0.85698,0,1.4452,0
0.0081169,0,0,0
0.050382,0,-0.0561,0
0.068408,0,-0.08082,0
0.013663,0,0,0
-0.0025127,0,0,0.08372
0.012372,0,0,0
0.045129,-0.038379,0,0
0.017035,0,0,0
0.074576,0,-0.089613,0
0.026944,0,0,0
0.3098,0,0,-1.4242
0.04734,0,0,0
0.020719,0,0,0
0.010805,0,0,0
0.074576,0,-0.089613,0
0.020744,0,0,0
-1.5018,0,2.5688,0
0.61302,0,0,0
0.016974,0,0,0
0.023582,0,0,0
0.0081169,0,0,0
0.10791,0,0,0
0.0093108,0,0,0
0.027323,0,0,0
0.042916,0,0,0
0.063363,0,0,0
0.037275,0,0,0
0.011688,0,0,0
0.010176,0,0,0
0.074576,0,-0.089613,0
0.036851,0,0,0
0.23644,-0.11241,0,-0.78624
0.016342,0,0,0
0.012824,0,0,0
0.010176,0,0,0
0.5917,0,-0.74035,0
0.012588,0,0,0
0.073781,-0.067031,0,0
-1.8909,0,2.104,3.5587
0.01304,0,0,0
0.028922,0,0,0
-0.00336,0,0,0.0946
0.012372,0,0,0
-0.0025127,0,0,0.08372
0.012372,0,0,0
0.03463,0,0,0
0.022982,-0.0144,0,0
0.018547,0,0,0
0.0093108,0,0,0
0.068408,0,-0.08082,0
-0.89415,0,0.92899,1.8223
0.0091585,0,0,0
0.0081169,0,0,0
0.020251,0,0,0
0.010176,0,0,0
0.074576,0,-0.089613,0
0.041812,0,0,0
0.096838,-0.083432,0,0
0.0095712,0,0,0
0.0422,0,0,0
0.0095712,0,0,0
0.019714,0,0,0
0.074576,0,-0.089613,0
0.090893,0,0,0
-0.0025127,0,0,0.08372
0.20541,-0.12374,0,0
-0.10158,0,0,1.5037
0.17428,-0.10767,0,0
-0.9833,0,1.073,1.7554
0.015719,0,0,0
0.074576,0,-0.089613,0
0.012209,0,0,0
0.012893,0,0,0
0.0238,0,0,0
-1.02,0,1.1695,1.5761
0.69806,0.40015,0,-4.5113
0.074576,0,-0.089613,0
0.0081169,0,0,0
0.026824,0,0,0
1.3255,0,-1.2961,-2.3249
0.014579,0,0,0
0.099213,0,-0.11838,0
0.074576,0,-0.089613,0
0.010805,0,0,0
0.026161,0,0,0
0.088929,0,0,0
0.54805,-0.19246,0,-1.9442
0.22849,-0.18784,0,0
0.011688,0,0,0
0.010092,0,0,0
0.057351,0,-0.065059,0
0.032106,0,0,0
0.051797,0,0,0
-0.00336,0,0,0.0946
0.34943,0,0,0
-0.0025127,0,0,0.08372
0.011688,0,0,0
0.10346,-0.090052,0,0
-0.0025127,0,0,0.08372
-0.0025127,0,0,0.08372
0.037525,0,0,0
1.2609,0,-1.3102,-1.6577
